"Mcode","McodeDescription","ParentMCode","DiseasePath","OmniDisease_ID","Active_Flag"
"MD-1867","Verrucous squamous cell carcinoma","MD-0856","Skin / Keratinocytic tumors / Squamous cell carcinoma / Verrucous squamous cell carcinoma",,0
"MD-1868","Warty dyskeratoma","MD-0847","Skin / Keratinocytic tumors / Acanthomas / Warty dyskeratoma",,0
"MD-1869","Adenocarcinoma","MD-0862","Stomach / Epithelial tumors / Carcinoma / Adenocarcinoma","OmniDx_0009",-1
"MD-1870","Adenosquamous carcinoma","MD-0862","Stomach / Epithelial tumors / Carcinoma / Adenosquamous carcinoma","OmniDx_0009",-1
"MD-1871","Benign","MD-0863","Stomach / Non-epithelial tumors / GI stromal tumor / Benign","OmniDx_0068",-1
"MD-1872","Malignant","MD-0863","Stomach / Non-epithelial tumors / GI stromal tumor / Malignant","OmniDx_0068",-1
"MD-1873","Mucinous adenocarcinoma","MD-0862","Stomach / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma","OmniDx_0009",-1
"MD-1874","Other Carcinoma","MD-0862","Stomach / Epithelial tumors / Carcinoma / Other Carcinoma","OmniDx_0009",-1
"MD-1875","Papillary adenocarcinoma","MD-0862","Stomach / Epithelial tumors / Carcinoma / Papillary adenocarcinoma","OmniDx_0009",-1
"MD-1876","Signet-ring cell carcinoma","MD-0862","Stomach / Epithelial tumors / Carcinoma / Signet-ring cell carcinoma","OmniDx_0009",-1
"MD-1877","Small cell carcinoma","MD-0862","Stomach / Epithelial tumors / Carcinoma / Small cell carcinoma","OmniDx_0063",-1
"MD-1878","Squamous cell carcinoma","MD-0862","Stomach / Epithelial tumors / Carcinoma / Squamous cell carcinoma","OmniDx_0009",-1
"MD-1879","Tubular adenocarcinoma","MD-0862","Stomach / Epithelial tumors / Carcinoma / Tubular adenocarcinoma","OmniDx_0009",-1
"MD-1880","Uncertain malignant potential","MD-0863","Stomach / Non-epithelial tumors / GI stromal tumor / Uncertain malignant potential","OmniDx_0068",-1
"MD-1881","Undifferentiated carcinoma","MD-0862","Stomach / Epithelial tumors / Carcinoma / Undifferentiated carcinoma","OmniDx_0009",-1
"MD-1882","Adult type granulosa cell tumor","MD-0883","Testicular / Sex cord|gonadal stromal tumors / Granulosa cell tumor / Adult type granulosa cell tumor","OmniDx_0073",-1
"MD-1883","Brenner tumor","MD-0907","Testicular / Miscellaneous tumor of the testis / Tumors of ovarian epithelial types / Brenner tumor","OmniDx_0073",-1
"MD-1884","Choriocarcinoma","MD-0905","Testicular / Tumor of one histological type / Trophoblastic tumor / Choriocarcinoma","OmniDx_0073",-1
"MD-1885","Cystic mesothelioma","MD-0875","Testicular / Tumors of the paratesticular structures / Benign mesothelioma / Cystic mesothelioma",,0
"MD-1886","Fibroma","MD-0908","Testicular / Sex cord|gonadal stromal tumors / Tumors of the thecoma|fibroma group / Fibroma","OmniDx_0073",-1
"MD-1887","Germ cell-sex cord/gonadal stromal tumor, unclassified","MD-0906","Testicular / Sex cord|gonadal stromal tumors / Tumors containing both germ cell and sex cord|gonadal stromal elements / Germ cell-sex cord|gonadal stromal tumor, unclassified","OmniDx_0073",-1
"MD-1888","Gonadoblastoma","MD-0906","Testicular / Sex cord|gonadal stromal tumors / Tumors containing both germ cell and sex cord|gonadal stromal elements / Gonadoblastoma","OmniDx_0073",-1
"MD-1889","Juvenile type granulosa cell tumor","MD-0883","Testicular / Sex cord|gonadal stromal tumors / Granulosa cell tumor / Juvenile type granulosa cell tumor","OmniDx_0073",-1
"MD-1890","Large cell calcifying Sertoli cell tumor","MD-0900","Testicular / Sex cord|gonadal stromal tumors / Sertoli cell tumor / Large cell calcifying Sertoli cell tumor","OmniDx_0073",-1
"MD-1891","Monophasic choriocarcinoma","MD-0905","Testicular / Tumor of one histological type / Trophoblastic tumor / Monophasic choriocarcinoma","OmniDx_0073",-1
"MD-1892","Mucinous cystadenocarcinoma","MD-0907","Testicular / Miscellaneous tumor of the testis / Tumors of ovarian epithelial types / Mucinous cystadenocarcinoma","OmniDx_0073",-1
"MD-1893","Mucinous cystadenoma","MD-0907","Testicular / Miscellaneous tumor of the testis / Tumors of ovarian epithelial types / Mucinous cystadenoma","OmniDx_0073",-1
"MD-1894","Placental site trophoblastic tumor","MD-0905","Testicular / Tumor of one histological type / Trophoblastic tumor / Placental site trophoblastic tumor","OmniDx_0073",-1
"MD-1895","Sclerosing Sertoli cell tumor","MD-0900","Testicular / Sex cord|gonadal stromal tumors / Sertoli cell tumor / Sclerosing Sertoli cell tumor","OmniDx_0073",-1
"MD-1896","Seminoma with syncytiotrophoblastic cells","MD-0899","Testicular / Tumor of one histological type / Seminoma / Seminoma with syncytiotrophoblastic cells","OmniDx_0073",-1
"MD-1897","Serous carcinoma","MD-0907","Testicular / Miscellaneous tumor of the testis / Tumors of ovarian epithelial types / Serous carcinoma","OmniDx_0073",-1
"MD-1898","Serous tumor of borderline malignancy","MD-0907","Testicular / Miscellaneous tumor of the testis / Tumors of ovarian epithelial types / Serous tumor of borderline malignancy","OmniDx_0073",-1
"MD-1899","Sertoli cell tumor lipid rich variant","MD-0900","Testicular / Sex cord|gonadal stromal tumors / Sertoli cell tumor / Sertoli cell tumor lipid rich variant","OmniDx_0073",-1
"MD-1900","Spermatocytic seminoma with sarcoma","MD-0903","Testicular / Tumor of one histological type / Spermatocytic seminoma / Spermatocytic seminoma with sarcoma","OmniDx_0073",-1
"MD-1901","Thecoma","MD-0908","Testicular / Sex cord|gonadal stromal tumors / Tumors of the thecoma|fibroma group / Thecoma","OmniDx_0073",-1
"MD-1902","Trophoblastic neoplasms other than choriocarcinoma","MD-0905","Testicular / Tumor of one histological type / Trophoblastic tumor / Trophoblastic neoplasms other than choriocarcinoma","OmniDx_0073",-1
"MD-1903","Well differentiated endometrioid carcinoma","MD-0907","Testicular / Miscellaneous tumor of the testis / Tumors of ovarian epithelial types / Well differentiated endometrioid carcinoma","OmniDx_0073",-1
"MD-1904","Well differentiated papillary mesothelioma","MD-0875","Testicular / Tumors of the paratesticular structures / Benign mesothelioma / Well differentiated papillary mesothelioma",,0
"MD-1905","Clear cell carcinoma","MD-0917","Thyroid / Thyroid carcinomas / Follicular carcinoma,variant / Clear cell carcinoma",,0
"MD-1906","Columnar cell variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Columnar cell variant",,0
"MD-1907","Cribriform-morular variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Cribriform-morular variant",,0
"MD-1908","Diffuse follicular variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Diffuse follicular variant",,0
"MD-1909","Diffuse sclerosing variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Diffuse sclerosing variant",,0
"MD-1910","Encapsulated variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Encapsulated variant",,0
"MD-1911","Follicular variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Follicular variant",,0
"MD-1912","grossly encapsulated with angioinvasion","MD-0916","Thyroid / Thyroid carcinomas / Follicular carcinoma / grossly encapsulated with angioinvasion",,0
"MD-1913","Macrofollicular variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Macrofollicular variant",,0
"MD-1914","Microcarcinoma","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Microcarcinoma",,0
"MD-1915","minimally invasive","MD-0916","Thyroid / Thyroid carcinomas / Follicular carcinoma / minimally invasive",,0
"MD-1916","Oncocytic (Hurthle cell ) carcinoma","MD-0917","Thyroid / Thyroid carcinomas / Follicular carcinoma,variant / Oncocytic (Hurthle cell ) carcinoma",,0
"MD-1917","Oncocytic/oxyphilic variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Oncocytic|oxyphilic variant",,0
"MD-1918","Solid variant or radiation-induced pediatric variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Solid variant or radiation-induced pediatric variant",,0
"MD-1919","Tall cell variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Tall cell variant",,0
"MD-1920","Warthin-like variant","MD-0927","Thyroid / Thyroid carcinomas / Papillary carcinoma, variant / Warthin-like variant",,0
"MD-1921","widely invasive","MD-0916","Thyroid / Thyroid carcinomas / Follicular carcinoma / widely invasive",,0
"MD-1922","Acquired melanocytic nevus","MD-0951","Other Gynecological / Vulva / Melanocytic tumors / Acquired melanocytic nevus",,0
"MD-1923","Adenomatoid tumor","MD-0953","Other Gynecological / Fallopian Tube / Mesothelial tumors / Adenomatoid tumor",,0
"MD-1924","Adenosarcoma","MD-0957","Other Gynecological / Fallopian Tube / Mixed epithelial-mesenchymal tumors / Adenosarcoma","OmniDx_0010",-1
"MD-1925","Adenosarcoma","MD-0956","Other Gynecological / Vagina / Mixed epithelial and mesenchymal tumors / Adenosarcoma","OmniDx_0024",-1
"MD-1926","Alveolar soft part sarcoma","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Alveolar soft part sarcoma","OmniDx_0068",-1
"MD-1927","Angiomyofibroblastoma","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Angiomyofibroblastoma","OmniDx_0068",-1
"MD-1928","Atypical melanocytic nevus of the genital type","MD-0951","Other Gynecological / Vulva / Melanocytic tumors / Atypical melanocytic nevus of the genital type",,0
"MD-1929","Benign mixed tumor","MD-0956","Other Gynecological / Vagina / Mixed epithelial and mesenchymal tumors / Benign mixed tumor","OmniDx_0024",-1
"MD-1930","Benign tumors","MD-0943","Other Gynecological / Fallopian Tube / Epithelial tumors / Benign tumors",,0
"MD-1931","Blue nevus","MD-0950","Other Gynecological / Vagina / Melanocytic tumors / Blue nevus",,0
"MD-1932","Blue nevus","MD-0951","Other Gynecological / Vulva / Melanocytic tumors / Blue nevus",,0
"MD-1933","Borderline tumor (of low malignant potential)","MD-0943","Other Gynecological / Fallopian Tube / Epithelial tumors / Borderline tumor (of low malignant potential)","OmniDx_0010",-1
"MD-1934","Carcinoma in situ","MD-0943","Other Gynecological / Fallopian Tube / Epithelial tumors / Carcinoma in situ",,0
"MD-1935","Carcinosarcoma (malignant Mullerian mixed tumor; metaplastic carcinoma","MD-0956","Other Gynecological / Vagina / Mixed epithelial and mesenchymal tumors / Carcinosarcoma (malignant Mullerian mixed tumor: metaplastic carcinoma","OmniDx_0024",-1
"MD-1936","Cellular angiofibroma","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Cellular angiofibroma","OmniDx_0068",-1
"MD-1937","Choriocarcinoma","MD-0963","Other Gynecological / Fallopian Tube / Trophoblastic disease / Choriocarcinoma","OmniDx_0024",-1
"MD-1938","Congenital melanocytic nevus","MD-0951","Other Gynecological / Vulva / Melanocytic tumors / Congenital melanocytic nevus",,0
"MD-1939","Deep angiomyxoma","MD-0952","Other Gynecological / Vagina / Mesenchymal tumors and tumor-like conditions / Deep angiomyxoma","OmniDx_0068",-1
"MD-1940","Deep angiomyxoma","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Deep angiomyxoma","OmniDx_0068",-1
"MD-1941","Dermatofibrosarcoma protuberans","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Dermatofibrosarcoma protuberans","OmniDx_0068",-1
"MD-1942","Dysplastic melanocytic nevus","MD-0951","Other Gynecological / Vulva / Melanocytic tumors / Dysplastic melanocytic nevus",,0
"MD-1943","Endometrioid stromal sarcoma, low grade","MD-0952","Other Gynecological / Vagina / Mesenchymal tumors and tumor-like conditions / Endometrioid stromal sarcoma, low grade","OmniDx_0068",-1
"MD-1944","Ewing tumor","MD-0955","Other Gynecological / Vulva / Miscellaneous tumors / Ewing tumor","OmniDx_0068",-1
"MD-1945","Genital rhabdomyoma","MD-0952","Other Gynecological / Vagina / Mesenchymal tumors and tumor-like conditions / Genital rhabdomyoma","OmniDx_0068",-1
"MD-1946","Glandular tumors","MD-0944","Other Gynecological / Vagina / Epithelial tumors / Glandular tumors",,-1
"MD-1947","Glandular tumors","MD-0945","Other Gynecological / Vulva / Epithelial tumors / Glandular tumors",,-1
"MD-1948","Granular cell tumor","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Granular cell tumor","OmniDx_0068",-1
"MD-1949","Hydatidiform mole","MD-0963","Other Gynecological / Fallopian Tube / Trophoblastic disease / Hydatidiform mole","OmniDx_0024",-1
"MD-1950","Leiomyoma","MD-0961","Other Gynecological / Fallopian Tube / Soft tissue tumors / Leiomyoma","OmniDx_0068",-1
"MD-1951","Leiomyoma","MD-0952","Other Gynecological / Vagina / Mesenchymal tumors and tumor-like conditions / Leiomyoma","OmniDx_0068",-1
"MD-1952","Leiomyoma","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Leiomyoma","OmniDx_0068",-1
"MD-1953","Leiomyosarcoma","MD-0961","Other Gynecological / Fallopian Tube / Soft tissue tumors / Leiomyosarcoma","OmniDx_0068",-1
"MD-1954","Leiomyosarcoma","MD-0952","Other Gynecological / Vagina / Mesenchymal tumors and tumor-like conditions / Leiomyosarcoma","OmniDx_0068",-1
"MD-1955","Leiomyosarcoma","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Leiomyosarcoma","OmniDx_0068",-1
"MD-1956","Leukemia","MD-0949","Other Gynecological / Vagina / Lymphoid and hematopoietic tumros / Leukemia",,0
"MD-1957","Leukemia","MD-0947","Other Gynecological / Vulva / Hematopoietic and lymphoid tumors / Leukemia",,0
"MD-1958","Liposarcoma","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Liposarcoma","OmniDx_0046",-1
"MD-1959","Malignant","MD-0943","Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant","OmniDx_0010",-1
"MD-1960","Malignant lymphoma","MD-0949","Other Gynecological / Vagina / Lymphoid and hematopoietic tumros / Malignant lymphoma",,0
"MD-1961","Malignant lymphoma","MD-0947","Other Gynecological / Vulva / Hematopoietic and lymphoid tumors / Malignant lymphoma",,0
"MD-1962","Malignant melanoma","MD-0950","Other Gynecological / Vagina / Melanocytic tumors / Malignant melanoma","OmniDx_0005",-1
"MD-1963","Malignant melanoma","MD-0951","Other Gynecological / Vulva / Melanocytic tumors / Malignant melanoma","OmniDx_0005",-1
"MD-1964","Malignant mixed tumor resembling synovial sarcoma","MD-0956","Other Gynecological / Vagina / Mixed epithelial and mesenchymal tumors / Malignant mixed tumor resembling synovial sarcoma","OmniDx_0024",-1
"MD-1965","Malignant Mullerian mixed tumor (carcinomasarcoma; metaplastic carcinoma)","MD-0957","Other Gynecological / Fallopian Tube / Mixed epithelial-mesenchymal tumors / Malignant Mullerian mixed tumor (carcinomasarcoma: metaplastic carcinoma)","OmniDx_0010",-1
"MD-1966","Melanocytic nevus","MD-0950","Other Gynecological / Vagina / Melanocytic tumors / Melanocytic nevus",,0
"MD-1967","Merkel cell tumor","MD-0955","Other Gynecological / Vulva / Miscellaneous tumors / Merkel cell tumor","OmniDx_0063",-1
"MD-1968","Other epithelial tumors","MD-0944","Other Gynecological / Vagina / Epithelial tumors / Other epithelial tumors",,-1
"MD-1969","Others","MD-0946","Other Gynecological / Fallopian Tube / Germ cell tumors / Others","OmniDx_0010",-1
"MD-1970","Others","MD-0961","Other Gynecological / Fallopian Tube / Soft tissue tumors / Others",,0
"MD-1971","Others","MD-0963","Other Gynecological / Fallopian Tube / Trophoblastic disease / Others",,0
"MD-1972","Others","MD-0954","Other Gynecological / Vagina / Miscellaneous tumors / Others",,-1
"MD-1973","Others","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Others",,0
"MD-1974","Peripheral primitive neuroectodermal tumor","MD-0955","Other Gynecological / Vulva / Miscellaneous tumors / Peripheral primitive neuroectodermal tumor","OmniDx_0068",-1
"MD-1975","Placental site nodule","MD-0963","Other Gynecological / Fallopian Tube / Trophoblastic disease / Placental site nodule",,0
"MD-1976","Placental site trophoblastic tumor","MD-0963","Other Gynecological / Fallopian Tube / Trophoblastic disease / Placental site trophoblastic tumor",,0
"MD-1977","Postoperative spindle cell nodule","MD-0952","Other Gynecological / Vagina / Mesenchymal tumors and tumor-like conditions / Postoperative spindle cell nodule","OmniDx_0068",-1
"MD-1978","Proximal epithelioid sarcoma","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Proximal epithelioid sarcoma","OmniDx_0068",-1
"MD-1979","Sarcoma botryoides","MD-0952","Other Gynecological / Vagina / Mesenchymal tumors and tumor-like conditions / Sarcoma botryoides","OmniDx_0068",-1
"MD-1980","Sarcoma botryoides","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Sarcoma botryoides","OmniDx_0068",-1
"MD-1981","Squamous and related tumors and precursors","MD-0945","Other Gynecological / Vulva / Epithelial tumors / Squamous and related tumors and precursors",,-1
"MD-1982","Squamous tumors and precursors","MD-0944","Other Gynecological / Vagina / Epithelial tumors / Squamous tumors and precursors",,-1
"MD-1983","Superficial angiomyxoma","MD-0962","Other Gynecological / Vulva / Soft tissue tumors / Superficial angiomyxoma","OmniDx_0068",-1
"MD-1984","Teratoma","MD-0946","Other Gynecological / Fallopian Tube / Germ cell tumors / Teratoma","OmniDx_0010",-1
"MD-1985","Tumor-like epithelial lesions","MD-0943","Other Gynecological / Fallopian Tube / Epithelial tumors / Tumor-like epithelial lesions",,0
"MD-1986","Tumors of germ cell type","MD-0954","Other Gynecological / Vagina / Miscellaneous tumors / Tumors of germ cell type","OmniDx_0024",-1
"MD-1987","Undifferentiated vaginal sarcoma","MD-0952","Other Gynecological / Vagina / Mesenchymal tumors and tumor-like conditions / Undifferentiated vaginal sarcoma","OmniDx_0068",-1
"MD-1988","Yolk sac tumor","MD-0955","Other Gynecological / Vulva / Miscellaneous tumors / Yolk sac tumor","OmniDx_0024",-1
"MD-1989","Adenocarcinoma","MD-0967","Small Intestine / Epithelial tumors / Carcinoma / Adenocarcinoma","OmniDx_0077",-1
"MD-1990","Adenosquamous carcinoma","MD-0967","Small Intestine / Epithelial tumors / Carcinoma / Adenosquamous carcinoma","OmniDx_0077",-1
"MD-1991","Burkitt lymphoma","MD-0976","Small Intestine / Non-epithelial tumors / Malignant lymphomas / Burkitt lymphoma",,0
"MD-1992","Burkitt-like /atypical Burkitt-lymphoma","MD-0976","Small Intestine / Non-epithelial tumors / Malignant lymphomas / Burkitt-like |atypical Burkitt-lymphoma",,0
"MD-1993","Diffuse large B-cell lymphoma","MD-0976","Small Intestine / Non-epithelial tumors / Malignant lymphomas / Diffuse large B-cell lymphoma",,0
"MD-1994","EC-cell, serotonin-producing neoplasm","MD-0966","Small Intestine / Epithelial tumors / Carcinoid (well differentiated endocrine neoplasm) / EC-cell, serotonin-producing neoplasm","OmniDx_0063",-1
